title,team,location,city,state,posted_date,job_id,source,first_seen_date,last_seen_date,semantic_similarity,job_category,worker_type,schedule_type,company_name,education,country,experience_level,application_deadline,url,description_short,description,requirements
Práctica en Calidad y Procesos Cerveceros - Quilicura,Otra Área,"Quilicura, Metropolitana de Santiago, Chile",Quilicura,Metropolitana de Santiago,2026-06-05,6078532,ccu,2026-07-16,2026-07-17,0.4853,Práctica,,Práctica,CCU S.A,Universitaria,Chile,0,2026-08-04,https://www.trabajaenccu.cl/trabajo/6078532-practica-en-calidad-y-procesos-cerveceros-quilicura,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir!
Nos encontramos en búsqueda de un/una estudiante de Ingeniería en Alimentos, Ingeniería Civil Química, Ingeniería Química, Ingeniería en Biotecnología, o carreras afines para realizar su Práctica en el área de Laboratorio y Control de Calidad en nuestra planta en Quilicura.
Funciones:
Apoyar en el diseño, actualización e implementación del Plan de Muestreo integral de la planta.
Levantar, redactar y estandarizar los Procedimientos Operacionales (POEVs) específicos para el proceso cervecero.
Colaborar en actividades de terreno en la planta de elaboración para verificar el cumplimiento de los estándares de calidad e inocuidad
establecidos.
Actualizar procedimientos existentes, generar visualizadores de información clave (paneles/tableros de control) y apoyar en la
digitalización de documentos del área.
Requisitos:
Contar con seguro escolar
Manejo de excel intermedio/avanzado
Disponibilidad para iniciar en julio/agosto
Duración de 4 meses
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador, para así contribuir a un mejor vivir. Por esto, te agradecemos que nos compartas si necesitas adaptación en alguna etapa del proceso de postulación.
¡Te invitamos a SER CCU!","Contar con seguro escolar
Manejo de excel intermedio/avanzado
Disponibilidad para iniciar en julio/agosto
Duración de 4 meses"
Práctica Área Ventas - Antofagasta,Otra Área,"Antofagasta, Antofagasta, Chile",Antofagasta,Antofagasta,2026-06-05,6078545,ccu,2026-07-16,2026-07-17,0.4185,Práctica,,Jornada Completa,CCU,Universitaria,Chile,0,2026-08-04,https://www.trabajaenccu.cl/trabajo/6078545-practica-area-ventas-antofagasta,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir!
Nos encontramos en búsqueda de un/a estudiante de Ingeniería Comercial, Ingeniería de Ejecución en Administración de Empresa o afín, para realizar su práctica profesional en el área Comercial y Ventas en nuestro Oficina ubicada en Antofagasta.
Funciones:
Apoyo en gestión de clientes minera.
Apoyo en presentaciones.
Cotización, Emisión y Control de SOLPED en SAP
Soporte Sistema Gestión Activos , Soporte en Bodega y Eventos.
Velar por cumplimiento de procedimientos en Letreros y Sin Cargo (recolectar, verificar el cumplimiento, ordenar la información)
Apoyo en reportería y envío de información a FFVV.
Requisitos:
Office intermedio (Excel / Power Point)
Ideal conocimientos en Power BI
Disponibilidad para realizar la práctica 5 meses
Seguro Escolar Vigente
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador, para así contribuir a un mejor vivir. Por esto, te agradecemos que nos compartas si necesitas adaptación en alguna etapa del proceso de postulación.
¡Te invitamos a SER CCU!","Office intermedio (Excel / Power Point)
Ideal conocimientos en Power BI
Disponibilidad para realizar la práctica 5 meses
Seguro Escolar Vigente"
Práctica Aseguramiento de Calidad - Quilicura,Otra Área,"Quilicura, Metropolitana de Santiago, Chile",Quilicura,Metropolitana de Santiago,2026-06-05,6078595,ccu,2026-07-16,2026-07-17,0.3975,Práctica,,Jornada Completa,CCU,Universitaria,Chile,0,2026-08-04,https://www.trabajaenccu.cl/trabajo/6078595-practica-aseguramiento-de-calidad-quilicura,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir! 
Nos encontramos en búsqueda de un/una estudiante de Ingeniería en química, biotecnología, bioprocesos, o carrera afín para realizar su práctica en el área de Laboratorio y Control de Calidad en nuestro/a planta de Quilicura. 
Funciones: 
Muestreo y preparación de reactivos
Análisis Físico Químicos y Microbiológicos
Análisis Sensorial
Registro y gestión de datos
Requisitos: 
Manejo de herramientas de Microsoft
Seguro escolar vigente
Duración de 4 meses
Disponibilidad para iniciar julio/agosto
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador, para así contribuir a un mejor vivir. Por esto, te agradecemos que nos compartas si necesitas adaptación en alguna etapa del proceso de postulación. 
¡Te invitamos a SER CCU!","Manejo de herramientas de Microsoft
Seguro escolar vigente
Duración de 4 meses
Disponibilidad para iniciar julio/agosto"
Práctica en Licencias y Gestión de Calidad - Renca,Otra Área,"Renca, Metropolitana de Santiago, Chile",Renca,Metropolitana de Santiago,2026-06-05,6078609,ccu,2026-07-16,2026-07-17,0.4926,Práctica,,Jornada Completa,CCU,Universitaria,Chile,0,2026-08-04,https://www.trabajaenccu.cl/trabajo/6078609-practica-en-licencias-y-gestion-de-calidad-renca,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir! 
Nos encontramos en búsqueda de un/una estudiante de Ingeniería Industrial, Ingeniería en Calidad, Ingeniería Químico industrial para realizar su práctica en el área de Calidad en nuestro/a planta de Renca. 
Funciones: 
Apoyar en la actualización y control de información del SIG Calidad.
Desarrollar y mantener dashboards e indicadores de gestión.
Validar y depurar bases de datos para asegurar la calidad de la información.
Apoyar en la documentación de procesos y generación de reportes.
Colaborar en la implementación y mejora continua del portal de calidad.
Requisitos: 
Manejo de herramientas de visualización de datos
Manejo de excel intermedio/avanzado
Seguro escolar vigente
Duración de 6 meses
Disponibilidad para iniciar en octubre
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador, para así contribuir a un mejor vivir. Por esto, te agradecemos que nos compartas si necesitas adaptación en alguna etapa del proceso de postulación. 
¡Te invitamos a SER CCU!","Manejo de herramientas de visualización de datos
Manejo de excel intermedio/avanzado
Seguro escolar vigente
Duración de 6 meses
Disponibilidad para iniciar en octubre"
Práctica laboratorio de calidad - Renca,Otra Área,"Renca, Metropolitana de Santiago, Chile",Renca,Metropolitana de Santiago,2026-06-05,6078645,ccu,2026-07-16,2026-07-17,0.5072,Práctica,,Jornada Completa,CCU,Universitaria,Chile,0,2026-08-04,https://www.trabajaenccu.cl/trabajo/6078645-practica-laboratorio-de-calidad-renca,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir! 
Nos encontramos en búsqueda de un/una estudiante de Ingeniero en Alimentos, Ingeniero Químico, Ingeniero Industrial para realizar su práctica en el área de Calidad en nuestro/a planta de Renca. 
Funciones: 
Calcular diferentes indicadores del área
Redacción de informes
Realizar investigaciones
Gestionar la trazabilidad de procesos
Requisitos: 
Manejo de herramientas de visualización de datos (Power Bi, Looker Studio)
Manejo de excel intermedio/avanzado
Seguro escolar vigente
Duración de 6 meses
Disponibilidad para iniciar en julio/agosto
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador, para así contribuir a un mejor vivir. Por esto, te agradecemos que nos compartas si necesitas adaptación en alguna etapa del proceso de postulación. 
¡Te invitamos a SER CCU!","Manejo de herramientas de visualización de datos (Power Bi, Looker Studio)
Manejo de excel intermedio/avanzado
Seguro escolar vigente
Duración de 6 meses
Disponibilidad para iniciar en julio/agosto"
Práctica Datos TI - Las Condes,Otra Área,"Las Condes, Metropolitana de Santiago, Chile",Las Condes,Metropolitana de Santiago,2026-06-05,6078686,ccu,2026-07-16,2026-07-17,0.5046,Práctica,,Jornada Completa,CCU,Universitaria,Chile,0,2026-08-04,https://www.trabajaenccu.cl/trabajo/6078686-practica-datos-ti-las-condes,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir! 
Nos encontramos en búsqueda de un/una estudiante de Ingeniería Informática o carreras afín para realizar su práctica en el área de información en nuestro/a edificio en Las Condes. 
Funciones: 
Revisar códigos (Python y SQL) de soluciones aplicadas, para identificar posibles mejoras (solo para aprender el código)
Programación en REACT
Investigar soluciones TI para proyectos asignados
Requisitos: 
Duración de 3 meses.
Seguro escolar vigente.
Conocimientos en React, Python y SQL (Básico)
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador, para así contribuir a un mejor vivir. Por esto, te agradecemos que nos compartas si necesitas adaptación en alguna etapa del proceso de postulación. 
¡Te invitamos a SER CCU!","Duración de 3 meses.
Seguro escolar vigente.
Conocimientos en React, Python y SQL (Básico)"
Ingeniero/a de Procesos - Quilicura,Otra Área,"Quilicura, Metropolitana de Santiago, Chile",Quilicura,Metropolitana de Santiago,2026-06-05,6075826,ccu,2026-07-16,2026-07-17,0.4959,Ingeniero,,Jornada Completa,CCU,Universitaria,Chile,0,2026-07-28,https://www.trabajaenccu.cl/trabajo/6075826-ingeniero-a-de-procesos-quilicura,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir!
Estamos en búsqueda de nuestro/a próximo/a Ingeniero/a de Procesos para desempeñarse en nuestra planta ubicada en Quilicura.
El propósito del cargo es diseñar en conjunto con las áreas y actualizar los KPI estratégicos y liderar la transformación digital para identificar oportunidades de mejora y automatización de tareas, además de controlar el presupuesto asignado a través de planes de trabajo eficientes, e impulsar proyectos de mejora bajo estándares de calidad (TPM) y control de data para la prevención de vencimientos. Su función es facilitar la optimización operativa y la mitigación de riesgos sobre el cumplimiento de las metas del área y del negocio.
Principales funciones:
Diseñar, desarrollar y actualizar los KPI s (gestión y operativos) y reportes asociados, en base a los procesos y objetivos estratégicos definidos, a fin de asegurar su cumplimiento y desarrollo de acciones de mitigación o mejora e implementar nuevas herramientas para lograr mejorar la disminución de vencimiento.
Liderar la transformación digital para levantar y mapear los procesos actuales del área para identificar oportunidades de mejora, digitalización y automatización de tareas manuales.
Controlar el presupuesto asignado a través del establecimiento de planes de trabajo y estrategias que permitan cumplir con los objetivos y contribuir con las eficiencias operacionales.
Liderar los proyectos de mejora del área, en base a estándares de calidad (TPM) y políticas de la organización, con el objetivo de asegurar la optimización de la gestión y operaciones, y, por lo tanto, el logro de las metas del área y del negocio.
Apoyar en el diseño y optimización de indicadores y control de data, con base en las políticas y procedimientos de la organización, a fin de cubrir con las necesidades y objetivos de la prevención de vencimiento.
Requisitos:
Título de Ingeniería Civil Industrial, Ingeniería Comercial o carrera afín.
0 a 6 meses de experiencia.
Excel nivel intermedio-avanzado.
Manejo Power BI, Python y SQL
Disponibilidad para trabajar en modalidad 100% presencial en Quilicura
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador, para así contribuir a un mejor vivir. Por esto, te agradecemos que nos compartas si necesitas adaptación en alguna etapa del proceso de postulación.
¡Te invitamos a SER CCU!","Título de Ingeniería Civil Industrial, Ingeniería Comercial o carrera afín.
0 a 6 meses de experiencia.
Excel nivel intermedio-avanzado.
Manejo Power BI, Python y SQL
Disponibilidad para trabajar en modalidad 100% presencial en Quilicura"
Práctica Mejora Continua y Estandarización de Procesos - Quilicura,Otra Área,"Quilicura, Metropolitana de Santiago, Chile",Quilicura,Metropolitana de Santiago,2026-06-05,6078737,ccu,2026-07-16,2026-07-17,0.4983,Práctica,,Práctica,Cervecería CCU,Universitaria,Chile,0,2026-08-04,https://www.trabajaenccu.cl/trabajo/6078737-practica-mejora-continua-y-estandarizacion-de-procesos-quilicura,,"¿Quieres SER CCU?
En CCU nos encontramos en búsqueda de un/a estudiante de Ingeniería Civil Industrial o carrera afín para realizar su práctica en el área de Mejora Continua, en nuestra planta en Quilicura. 
Funciones:
Levantamiento de procesos operativos con las distintas áreas y centros de distribución y apoyo de las áreas centrales.
Revisar la documentación existente y generar sus actualizaciones.
Apoyar en el avance de proyectos de mejora generados por las distintas operaciones, asegurando que se cumplan todos los criterios de un caso de mejora con la generación de estándares operaciones, que éstos se encuentren en repositorio y estén bajo los estándares requeridos.
Asegurar que los estándares operacionales se encuentren anexados a las auditorías logísticas para evidenciar la implementación de ellos
dentro de los procesos operacionales.
Requisitos:
Nivel de Excel básico/intermedio
Bizagi
Contar con seguro escolar
Contar con disponibilidad por 4 meses.
Nuestros establecimientos cuentan con altos estándares y medidas de seguridad e higiene, con el fin de asegurar el cumplimiento de las medidas sanitarias.
¡Te invitamos a SER CCU!","Nivel de Excel básico/intermedio
Bizagi
Contar con seguro escolar
Contar con disponibilidad por 4 meses."
Práctica Ingeniero en Machine Learning - Las Condes,Otra Área,"Las Condes, Metropolitana de Santiago, Chile",Las Condes,Metropolitana de Santiago,2026-06-05,6078841,ccu,2026-07-16,2026-07-17,0.4688,Práctica,,Práctica,CCU,Universitaria,Chile,0,2026-08-04,https://www.trabajaenccu.cl/trabajo/6078841-practica-ingeniero-en-machine-learning-las-condes,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir!
Nos encontramos en búsqueda de un/una estudiante de Ingeniería Civil en Informática para realizar su Práctica Profesional como Ingeniero en Machine Learning en el Edificio Corporativo CCU en Las Condes
Funciones y Tareas
Apoyar en el diseño, desarrollo y entrenamiento de modelos de visión por computadora orientados a la detección, clasificación y tratamiento de imágenes.
Conocimientos
Fundamentos de inteligencia artificial y aprendizaje automático (Machine Learning).
Lenguaje de programación python (OpenCV, NumPy, Pandas, Matplotlib).
Bases de datos.
Requisitos
Seguro escolar vigente.
Disponibilidad presencial.
Duración: 3 Meses.
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador para contribuir a un mejor vivir. Por esto, te agradecemos que nos compartas si necesitas alguna adaptación en el proceso de postulación.
¡Te invitamos a SER CCU!","Requisitos
Seguro escolar vigente.
Disponibilidad presencial.
Duración: 3 Meses."
Operador Eléctrico - Antofagasta,Otra Área,"Antofagasta, Antofagasta, Chile",Antofagasta,Antofagasta,2026-06-05,6078780,ccu,2026-07-16,2026-07-17,0.3706,Operario,,Por Turnos,CCU,Técnico profesional superior,Chile,1,2026-08-04,https://www.trabajaenccu.cl/trabajo/6078780-operador-electrico-antofagasta,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir!
Con una amplia gama de marcas de bebestibles y experiencias, mejoramos y acompañamos distintos momentos de la vida, guiados por nuestros principios, en beneficio de las personas con las que nos relacionamos y el cuidado del medio ambiente.
Estamos buscando a un/a Operador Eléctrico para desempeñarse en nuestra planta ubicada en Antofagasta.
El propósito del cargo es asegurar la continuidad operacional y confiabilidad de los sistemas eléctricos de control y automatización de la planta, mediante la ejecución segura y oportuna del mantenimiento preventivo, predictivo y correctivo, contribuyendo a la disponibilidad de los activos, la calidad del proceso productivo y los estándares de seguridad y TPM.
Dentro de sus funciones se encontrarán:
Ejecutar mantenimiento eléctrico preventivo, predictivo y correctivo en sistemas eléctricos y de automatización, asegurando continuidad operacional y seguridad.
Promover y cumplir normas de seguridad y medio ambiente, fomentando una cultura preventiva y el uso de herramientas de gestión de riesgos.
Participar en implementación de TPM y CAMA, gestionando tarjetas de mantenimiento y contribuyendo a la mejora continua de los equipos.
Apoyar proyectos y mejoras operacionales, incluyendo análisis de fallas, optimización de procesos y cumplimiento de estándares de calidad e inocuidad.","Requisitos:
Técnico en Automatización y Control Industrial, Técnico en Mantenimiento Industrial, Técnico en Electricidad o Electrónica Industrial o afín.
Deseable al menos 1 año de experiencia en funciones relacionadas al área eléctrica o de mantenimiento industrial."
Práctica Control de Gestión y Finanzas TI - Las Condes,Otra Área,"Las Condes, Metropolitana de Santiago, Chile",Las Condes,Metropolitana de Santiago,2026-06-05,6078857,ccu,2026-07-16,2026-07-17,0.4722,Práctica,,Práctica,CCU S.A,Universitaria,Chile,0,2026-08-04,https://www.trabajaenccu.cl/trabajo/6078857-practica-control-de-gestion-y-finanzas-ti-las-condes,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir!
Nos encontramos en búsqueda de un/una estudiante de ingeniería civil industrial para realizar su práctica en nuestro Edificio Corporativo en Las Condes.
Funciones:
Elaboración de las órdenes de compra de la Gerencia de Información.
Gestión de la firma de contratos con proveedores tecnológicos.
Actualización periódica de reportes financieros del área.
Requisitos:
Contar con seguro escolar.
Disponibilidad para 6 meses
Manejo de Google Sheets.
Conocimiento básico en programación.
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador, para así contribuir a un mejor vivir. Por esto, te agradecemos que nos compartas si necesitas adaptación en alguna etapa del proceso de postulación.
¡Te invitamos a SER CCU!","Requisitos:
Contar con seguro escolar.
Disponibilidad para 6 meses
Manejo de Google Sheets.
Conocimiento básico en programación."
Práctica automatización de procesos - Quilicura,Otra Área,"Quilicura, Metropolitana de Santiago, Chile",Quilicura,Metropolitana de Santiago,2026-06-05,6078852,ccu,2026-07-16,2026-07-17,0.4979,Práctica,,Práctica,CCU,Universitaria,Chile,0,2026-08-04,https://www.trabajaenccu.cl/trabajo/6078852-practica-automatizacion-de-procesos-quilicura,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir!
Nos encontramos en búsqueda de un/una estudiante de Ingeniería en automatización de procesos, Ingeniería en informática o carreras afines para realizar su práctica en nuestra planta cervecera en Quilicura.
Funciones y Tareas
Desarrollo de Herramientas de Gestión: Crear y optimizar interfaces interactivas para el monitoreo de desviaciones en tiempo real.
Integración de Sistemas: Conectar diversas fuentes de información mediante APIs para centralizar la visibilidad del proceso.
Optimización de Herramientas: Mejorar la interfaz y funcionalidad de las plataformas internas de gestión de desviaciones
Modelamiento inteligente: Aplicar lógica de IA y analítica avanzada para predecir eventos y clasificar alertas del proceso.
Requisitos
Seguro escolar vigente.
Dominio intermedio/avanzado de Python y JavaScript.
Manejo de Excel intermedio/avanzado
Deseable experiencia con SQL
Disponibilidad para comenzar en julio/agosto
Duración de 6 meses 
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador para contribuir a un mejor vivir. Por esto, te agradecemos que nos compartas si necesitas alguna adaptación en el proceso de postulación. ¡Te invitamos a SER CCU!","Seguro escolar vigente.
Dominio intermedio/avanzado de Python y JavaScript.
Manejo de Excel intermedio/avanzado
Deseable experiencia con SQL
Disponibilidad para comenzar en julio/agosto
Duración de 6 meses"
Práctica Desarrollo de agentes con IA - Las Condes,Otra Área,"Las Condes, Metropolitana de Santiago, Chile",Las Condes,Metropolitana de Santiago,2026-06-05,6078850,ccu,2026-07-16,2026-07-17,0.4879,Práctica,,Práctica,CCU S.A,Universitaria,Chile,0,2026-08-04,https://www.trabajaenccu.cl/trabajo/6078850-practica-desarrollo-de-agentes-con-ia-las-condes,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir!
Nos encontramos en búsqueda de un/una estudiante de ingeniería en computación e informática, ingeniería civil o carreras afín para realizar su práctica en nuestro Edificio Corporativo en Las Condes.
Funciones:
Apoyar en el diseño y programación de agentes de Inteligencia Artificial para resolver necesidades internas del equipo.
Investigar y realizar pruebas de concepto (PoC) utilizando frameworks de desarrollo de agentes (como LangGraph, ADK, entre otros).
Colaborar en la conexión de modelos de lenguaje (LLMs) con herramientas externas o bases de datos de la empresa.
Ayudar a probar, evaluar y documentar cómo se comportan los agentes desarrollados para ir ajustando sus respuestas.
Requisitos:
Contar con seguro escolar.
Disponibilidad para 3 meses
Excel Avanzado 
Nociones sólidas de programación en Python 
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador, para así contribuir a un mejor vivir. Por esto, te agradecemos que nos compartas si necesitas adaptación en alguna etapa del proceso de postulación.
¡Te invitamos a SER CCU!","Contar con seguro escolar.
Disponibilidad para 3 meses
Excel Avanzado 
Nociones sólidas de programación en Python"
Práctica Comercial Jugos y Néctares - Las Condes,Otra Área,"Las Condes, Metropolitana de Santiago, Chile",Las Condes,Metropolitana de Santiago,2026-06-05,6078861,ccu,2026-07-16,2026-07-17,0.4492,Práctica,,Práctica,CCU CHILE,Universitaria,Chile,0,2026-08-04,https://www.trabajaenccu.cl/trabajo/6078861-practica-comercial-jugos-y-nectares-las-condes,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir!
Nos encontramos en búsqueda de un/una estudiante de Ingeniería Comercial para realizar su práctica en el área Marketing Néctares en nuestro Edificio Corporativo en Las Condes.
Funciones:
Apoyo al equipo en coordinación de campañas de marketing
Apoyo al equipo en el análisis y reportes de market share e indicadores de marca
Apoyo al equipo en el seguimiento de las innovaciones
Requisitos:
Contar con seguro escolar.
Disponibilidad para 6 meses.
Disponibilidad presencial desde julio/agosto.
Manejo de Excel Intermedio.
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador, para así contribuir a un mejor vivir. Por esto, te agradecemos que nos compartas si necesitas adaptación en alguna etapa del proceso de postulación.
¡Te invitamos a SER CCU!","Contar con seguro escolar.
Disponibilidad para 6 meses.
Disponibilidad presencial desde julio/agosto.
Manejo de Excel Intermedio."
Practica Operaciones - Ovalle,Otra Área,"Ovalle, Coquimbo, Chile",Ovalle,Coquimbo,2026-06-05,6078817,ccu,2026-07-16,2026-07-17,0.4659,Práctica,,Práctica,CCU,Universitaria,Chile,0,2026-08-04,https://www.trabajaenccu.cl/trabajo/6078817-practica-operaciones-ovalle,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir! 
Nos encontramos en búsqueda de un/una estudiante de Ingeniería Industrial-civil, ingeniería Mecánica o carrera a fin para realizar su práctica en nuestra/s oficina ubicada en Ovalle
Funciones: 
Estandarización de procesos: Apoyar en la revisión, documentación y estandarización de procesos, contribuyendo a la generación de procedimientos consistentes y buenas prácticas dentro del área.
Gestión de presupuestos: Colaborar en el seguimiento y control de presupuestos, apoyando en la recopilación, actualización y organización de información asociada.
Gestión de bases de datos: Apoyar en la administración, actualización y mantención de bases de datos, asegurando la correcta organización y disponibilidad de la información.
Requisitos: 
Disponibilidad 3 meses en Ovalle
Contar con seguro escolar.
Manejo de Excel avanzado 
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador, para así contribuir a un mejor vivir. Por esto, te agradecemos que nos compartas si necesitas adaptación en alguna etapa del proceso de postulación. 
¡Te invitamos a SER CCU!","Disponibilidad 3 meses en Ovalle
Contar con seguro escolar.
Manejo de Excel avanzado"
Práctica Optimización de Procesos - Renca,Otra Área,"Renca, Metropolitana de Santiago, Chile",Renca,Metropolitana de Santiago,2026-06-05,6078813,ccu,2026-07-16,2026-07-17,0.4499,Práctica,,Jornada Completa,CCU,Universitaria,Chile,0,2026-08-04,https://www.trabajaenccu.cl/trabajo/6078813-practica-optimizacion-de-procesos-renca,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir!
Nos encontramos en búsqueda de un/a estudiante de Ingeniería en información o control de gestión, para realizar su práctica profesional en nuestra oficina ubicada en Renca.
Funciones: 
Levantamiento de procesos: Mapear el flujo actual del cliente (desde el reclamo/consulta hasta la resolución) e identificar cuellos de botella.
Automatización de flujos: Configurar herramientas para que las tareas repetitivas se hagan solas.
Construcción de Dashboards: Crear tableros de control en tiempo real para visualizar KPIs como tasa de reclamos y requerimientos en general que ingresan en SAC. Poder visualizar el NPS
Limpieza y estructuración de datos: Asegurar que la información que entra al sistema de SAC en CCU sea útil y esté estandarizada.
Requisitos:
Excel avanzado
Conocimientos en Looker Studio
Disponibilidad para realizar la práctica 3 meses
Desde julio/agosto
Seguro Escolar Vigente
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador, para así contribuir a un mejor vivir. Por esto, te agradecemos que nos compartas si necesitas adaptación en alguna etapa del proceso de postulación.
¡Te invitamos a SER CCU!","Excel avanzado
Conocimientos en Looker Studio
Disponibilidad para realizar la práctica 3 meses
Desde julio/agosto
Seguro Escolar Vigente"
Práctica Bienestar Organizacional - Ovalle,Otra Área,"Ovalle, Coquimbo, Chile",Ovalle,Coquimbo,2026-06-05,6078787,ccu,2026-07-16,2026-07-17,0.4882,Práctica,,Práctica,CCU,Universitaria,Chile,0,2026-08-04,https://www.trabajaenccu.cl/trabajo/6078787-practica-bienestar-organizacional-ovalle,,"!En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir!
Nos encontramos en búsqueda de un/una estudiante de Psicólogo/a Organizacional, Ingeniero/a Comercial, Administrador/a de Empresas o profesional afín con especialización en Recursos Humanos. para realizar su práctica en el área de Recursos Humanos
Funciones:
Realizar un diagnóstico integral de la estructura actual de beneficios de la empresa, evaluar el nivel de satisfacción y necesidades de los
colaboradores en terreno, y diseñar una propuesta técnica de optimización de beneficios que mejore el clima laboral y la retención de
talento, alineada al presupuesto institucional.
Auditoría Interna: Revisar los beneficios actuales que ofreces y cruzarlo con el nivel de satisfacción de tus colaboradores.
Análisis de Mercado (Benchmarking): Comparar tus beneficios con lo que ofrecen otras empresas del mismo rubro en Chile para asegurar
que seas competitivo.
Propuesta de Optimización: Diseñar un plan de beneficios atractivos (salud, convenios, días libres, bienestar) ajustados al presupuesto real
de la organización.
Requisitos:
Excel intermedio 
Word intermedio
Seguro escolar vigente
Disponibilidad 3 meses
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador, para así contribuir a un mejor vivir. Por esto, te agradecemos que nos compartas si necesitas adaptación en alguna etapa del proceso de postulación.","Requisitos:
Estudiante de administración con mención de Recursos Humanos
Excel intermedio 
Word intermedio
Seguro escolar vigente"
Práctica Optimización de Equipos de Mejora Continua,Otra Área,"Quilicura, Metropolitana de Santiago, Chile",Quilicura,Metropolitana de Santiago,2026-06-04,6078052,ccu,2026-07-16,2026-07-17,0.52,Práctica,,Jornada Completa,CCU,Universitaria,Chile,0,2026-08-03,https://www.trabajaenccu.cl/trabajo/6078052-practica-optimizacion-de-equipos-de-mejora-continua,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir!
Nos encontramos en búsqueda de estudiantes de Ingeniería Civil Industrial o Ingeniería Civil Informática, en nuestra oficina ubicada en Quilicura.
Funciones:
Automatización de seguimiento de equipos de mejora
Estandarización de reuniones diarias
Apoyo equipo SMED
Requisitos:
Conocimientos en:
Looker studio, PowerBI, u otro visualizador
Excel 
Mejora continua
Disponibilidad para realizar la práctica 4 meses desde Julio
Seguro Escolar Vigente
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador, para así contribuir a un mejor vivir. Por esto, te agradecemos que nos compartas si necesitas adaptación en alguna etapa del proceso de postulación.
¡Te invitamos a SER CCU!","Conocimientos en:
Looker studio, PowerBI, u otro visualizador
Excel 
Mejora continua
Disponibilidad para realizar la práctica 4 meses desde Julio
Seguro Escolar Vigente"
